index,Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation
13090,2021,AL,Alabama,Montgomery,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,6.0,,,5.2,6.9,"227,434",1101,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-86.2044615 32.2028812)
13091,2020,AL,Alabama,Baldwin,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,55.8,,,47.9,63.8,"239,294",1003,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-87.7460666 30.6592183)
13094,2020,AL,Alabama,Lee,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,41.9,,,34.8,49.5,"177,218",1081,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-85.3530477 32.6040644)
13096,2020,AL,Alabama,Lauderdale,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,60.3,,,56.6,64.0,"94,043",1077,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-87.6509966 34.9041221)
13098,2021,AL,Alabama,Cherokee,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,3.0,,,2.7,3.4,"24,996",1019,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-85.6542417 34.0695153)
13100,2020,AL,Alabama,Baldwin,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,66.3,,,62.7,70.0,"239,294",1003,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-87.7460666 30.6592183)
13105,2020,AL,Alabama,Bibb,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,53.5,,,50.0,56.9,"22,477",1007,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-87.1271475 33.0158929)
13107,2021,AL,Alabama,Coffee,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,14.1,,,11.5,17.1,"54,174",1031,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-85.9896022 31.402258)
13111,2021,AL,Alabama,Jackson,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,23.8,,,19.7,28.5,"52,773",1071,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-85.9800556 34.764114)
13115,2021,AL,Alabama,Coffee,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,31.6,,,27.5,35.9,"54,174",1031,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-85.9896022 31.402258)
13118,2020,AL,Alabama,Blount,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,14.6,,,10.1,19.8,"59,041",1009,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-86.56644 33.9773575)
13120,2021,AL,Alabama,Winston,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,20.5,,,17.6,23.4,"23,652",1133,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-87.3653458 34.1545665)
13121,2021,AL,Alabama,Monroe,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,18.0,,,15.5,20.6,"19,648",1099,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-87.3832656 31.5803324)
13128,2020,AL,Alabama,Pickens,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,72.0,,,69.5,74.3,"18,801",1107,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-88.0968644 33.2968003)
13137,2021,AL,Alabama,Pickens,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,41.6,,,37.1,46.3,"18,801",1107,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-88.0968644 33.2968003)
13143,2021,AL,Alabama,Clay,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,35.6,,,30.8,40.5,"14,190",1027,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-85.8635254 33.2703999)
13145,2020,AL,Alabama,Butler,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,40.9,,,39.6,42.3,"18,884",1013,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-86.6819689 31.751667)
13146,2021,AL,Alabama,Blount,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,12.5,,,9.6,15.5,"59,041",1009,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-86.56644 33.9773575)
13150,2021,AL,Alabama,Marshall,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,31.8,,,27.6,36.1,"98,228",1095,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-86.3216681 34.3095637)
13164,2021,AL,Alabama,Chambers,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,3.3,,,3.0,3.6,"34,541",1017,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-85.3940321 32.9155039)
13171,2020,AL,Alabama,Madison,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,84.9,,,82.8,86.8,"395,211",1089,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-86.5510802 34.7642377)
13179,2020,AL,Alabama,Talladega,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,56.7,,,53.7,59.9,"81,524",1121,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-86.1759302 33.3693135)
13187,2021,AL,Alabama,Lowndes,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,86.7,,,83.9,89.1,"9,965",1085,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-86.6505859 32.147888)
13191,2021,AL,Alabama,Russell,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,13.4,,,10.7,16.4,"58,722",1113,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-85.1869798 32.2898113)
13193,2021,AL,Alabama,Bullock,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,26.8,,,23.6,29.9,"10,320",1011,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-85.7172613 32.1017589)
13194,2021,AL,Alabama,DeKalb,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,71.8,,,66.6,76.9,"71,813",1049,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-85.8040207 34.4609148)
13208,2021,AL,Alabama,Chilton,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,9.7,,,8.0,11.4,"45,274",1021,HLTHOUT,COPD,CrdPrv,COPD,POINT (-86.7266071 32.8540514)
13211,2021,AL,Alabama,Dallas,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,70.3,,,65.6,75.0,"37,619",1047,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-87.11436 32.3335263)
13215,2020,AL,Alabama,Marengo,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,17.3,,,13.1,21.6,"18,996",1091,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-87.791091 32.2475911)
13223,2020,AL,Alabama,Lawrence,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,37.8,,,36.4,39.2,"33,090",1079,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-87.3218651 34.529776)
13224,2021,AL,Alabama,Greene,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,52.0,,,43.2,60.7,"7,629",1063,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-87.9642005 32.8444965)
13226,2021,AL,Alabama,Walker,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,20.6,,,16.5,25.0,"64,818",1127,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-87.3010936 33.7915581)
13230,2020,AL,Alabama,Mobile,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,40.6,,,34.7,46.6,"413,073",1097,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-88.1965682 30.6845725)
13231,2021,AL,Alabama,Colbert,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,13.9,,,11.1,17.0,"57,474",1033,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-87.8014569 34.703112)
13240,2021,AL,Alabama,Coffee,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,3.0,,,2.7,3.3,"54,174",1031,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-85.9896022 31.402258)
13248,2021,AL,Alabama,Randolph,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,12.8,,,10.0,16.3,"21,989",1111,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-85.4640637 33.2964614)
13250,2021,AL,Alabama,Bullock,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,78.2,,,73.3,82.6,"10,320",1011,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-85.7172613 32.1017589)
13254,2021,AL,Alabama,Montgomery,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,9.9,,,8.4,11.7,"227,434",1101,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-86.2044615 32.2028812)
13265,2021,AL,Alabama,Geneva,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,22.5,,,19.1,25.9,"26,701",1061,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-85.8210224 31.0923822)
13267,2021,AL,Alabama,Franklin,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,19.0,,,16.5,21.7,"32,013",1059,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-87.8428144 34.4419892)
13272,2021,AL,Alabama,Winston,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,6.8,,,5.7,8.0,"23,652",1133,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-87.3653458 34.1545665)
13273,2021,AL,Alabama,Autauga,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,29.1,,,24.3,35.1,"59,095",1001,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-86.6464395 32.5322367)
13274,2021,AL,Alabama,Montgomery,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,6.8,,,5.7,8.1,"227,434",1101,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-86.2044615 32.2028812)
13276,2021,AL,Alabama,Fayette,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,6.3,,,5.4,7.4,"16,148",1057,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-87.7642923 33.7161568)
13277,2021,AL,Alabama,Elmore,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,17.1,,,14.8,19.5,"89,304",1051,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-86.1427347 32.597229)
13280,2021,AL,Alabama,Etowah,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,18.5,,,16.2,21.1,"103,162",1055,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-86.0342629 34.0476407)
13292,2021,AL,Alabama,Montgomery,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,11.5,,,8.7,14.6,"227,434",1101,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-86.2044615 32.2028812)
13293,2021,AL,Alabama,Colbert,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,15.9,,,13.6,18.6,"57,474",1033,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-87.8014569 34.703112)
13296,2020,AL,Alabama,Dallas,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,77.1,,,74.0,79.9,"37,619",1047,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-87.11436 32.3335263)
13299,2021,AL,Alabama,Dale,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.9,,,31.7,46.8,"49,342",1045,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-85.609476 31.4306536)
13300,2021,AL,Alabama,Limestone,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,74.3,,,69.3,79.1,"107,517",1083,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-86.9813995 34.8102387)
13306,2021,AL,Alabama,St. Clair,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,14.4,,,12.2,16.7,"92,748",1115,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-86.3113273 33.7194907)
13310,2021,AL,Alabama,Bibb,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,23.2,,,20.0,26.4,"22,477",1007,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-87.1271475 33.0158929)
13311,2021,AL,Alabama,DeKalb,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,3.2,,,2.9,3.6,"71,813",1049,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-85.8040207 34.4609148)
13316,2020,AL,Alabama,Marion,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,35.9,,,34.3,37.6,"29,246",1093,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-87.881551 34.1382194)
13320,2020,AL,Alabama,Montgomery,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,78.5,,,75.5,81.1,"227,434",1101,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-86.2044615 32.2028812)
13322,2021,AL,Alabama,Clay,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,10.2,,,8.6,11.9,"14,190",1027,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-85.8635254 33.2703999)
13327,2021,AL,Alabama,Bullock,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,11.1,,,9.4,12.8,"10,320",1011,HLTHOUT,COPD,CrdPrv,COPD,POINT (-85.7172613 32.1017589)
13329,2021,AL,Alabama,Butler,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,23.2,,,20.5,26.3,"18,884",1013,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-86.6819689 31.751667)
13330,2021,AL,Alabama,Pike,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,12.9,,,11.0,14.9,"32,991",1109,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-85.9416076 31.7986533)
13339,2020,AL,Alabama,Cullman,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,39.2,,,31.2,47.2,"89,496",1043,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-86.8692666 34.1319229)
13340,2020,AL,Alabama,Geneva,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,44.0,,,35.6,52.9,"26,701",1061,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-85.8210224 31.0923822)
13342,2021,AL,Alabama,Covington,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,21.3,,,18.3,24.6,"37,524",1039,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-86.4487206 31.2439873)
13343,2021,AL,Alabama,Winston,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,21.4,,,18.0,25.2,"23,652",1133,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-87.3653458 34.1545665)
13347,2021,AL,Alabama,Jackson,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,25.1,,,20.8,29.9,"52,773",1071,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-85.9800556 34.764114)
13352,2021,AL,Alabama,Hale,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,7.8,,,6.9,8.8,"14,754",1065,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-87.6230608 32.7527958)
13355,2021,AL,Alabama,Russell,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,17.1,,,14.6,19.6,"58,722",1113,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-85.1869798 32.2898113)
13357,2021,AL,Alabama,Choctaw,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.6,,,12.4,16.6,"12,533",1023,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-88.2488894 31.9909539)
13358,2020,AL,Alabama,Henry,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,40.3,,,32.7,48.0,"17,459",1067,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-85.2399712 31.5169779)
13359,2021,AL,Alabama,Houston,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,65.6,,,61.0,70.3,"107,458",1069,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-85.2964111 31.1581831)
13361,2021,AL,Alabama,Montgomery,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,6.4,,,5.4,7.5,"227,434",1101,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-86.2044615 32.2028812)
13362,2021,AL,Alabama,Lauderdale,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,6.0,,,5.2,6.9,"94,043",1077,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-87.6509966 34.9041221)
13364,2021,AL,Alabama,Cherokee,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,4.5,,,3.9,5.2,"24,996",1019,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-85.6542417 34.0695153)
13367,2021,AL,Alabama,Walker,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,5.1,,,4.3,6.0,"64,818",1127,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-87.3010936 33.7915581)
13372,2020,AL,Alabama,Winston,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,71.0,,,67.7,74.2,"23,652",1133,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-87.3653458 34.1545665)
13373,2020,AL,Alabama,Marshall,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,14.4,,,9.4,20.4,"98,228",1095,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-86.3216681 34.3095637)
13375,2021,AL,Alabama,Cullman,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.9,,,2.6,3.2,"89,496",1043,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-86.8692666 34.1319229)
13376,2021,AL,Alabama,Marengo,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,84.0,,,81.3,86.3,"18,996",1091,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-87.791091 32.2475911)
13381,2021,AL,Alabama,Marshall,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.1,,,8.9,11.6,"98,228",1095,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-86.3216681 34.3095637)
13386,2021,AL,Alabama,Walker,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,7.2,,,6.3,8.2,"64,818",1127,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-87.3010936 33.7915581)
13390,2020,AL,Alabama,Madison,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,45.5,,,38.0,53.0,"395,211",1089,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-86.5510802 34.7642377)
13391,2021,AL,Alabama,Macon,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,7.9,,,6.7,9.3,"18,895",1087,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-85.692887 32.3870267)
13393,2020,AL,Alabama,Limestone,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,38.5,,,36.9,40.0,"107,517",1083,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-86.9813995 34.8102387)
13395,2021,AL,Alabama,Walker,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,12.7,,,9.6,16.3,"64,818",1127,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-87.3010936 33.7915581)
13396,2021,AL,Alabama,Escambia,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,38.1,,,33.5,43.0,"36,699",1053,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-87.1684097 31.1222867)
13402,2021,AL,Alabama,Bibb,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.0,,,12.2,16.1,"22,477",1007,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-87.1271475 33.0158929)
13411,2021,AL,Alabama,Cleburne,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,85.8,,,82.8,88.5,"15,103",1029,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-85.5161261 33.6719637)
13420,2021,AL,Alabama,Pike,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,32.8,,,28.4,37.8,"32,991",1109,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-85.9416076 31.7986533)
13426,2020,AL,Alabama,Crenshaw,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,70.2,,,67.1,73.2,"13,083",1041,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-86.3200384 31.7303106)
13430,2021,AL,Alabama,Colbert,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,7.5,,,6.3,9.0,"57,474",1033,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-87.8014569 34.703112)
13433,2021,AL,Alabama,Dale,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,22.8,,,18.9,27.1,"49,342",1045,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-85.609476 31.4306536)
13435,2020,AL,Alabama,Coffee,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,60.0,,,56.4,63.2,"54,174",1031,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-85.9896022 31.402258)
13438,2021,AL,Alabama,Lee,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,36.0,,,31.9,39.8,"177,218",1081,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-85.3530477 32.6040644)
13439,2021,AL,Alabama,Lee,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.9,,,32.5,45.0,"177,218",1081,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-85.3530477 32.6040644)
13440,2021,AL,Alabama,Morgan,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,15.5,,,12.7,18.5,"123,668",1103,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-86.8464021 34.4544844)
13455,2021,AL,Alabama,Conecuh,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,11.2,,,9.0,13.7,"11,328",1035,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-86.9887221 31.4309257)
13456,2021,AL,Alabama,Calhoun,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,3.1,,,2.8,3.5,"115,972",1015,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-85.8279089 33.7705162)
13457,2021,AL,Alabama,Monroe,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,4.1,,,3.7,4.6,"19,648",1099,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-87.3832656 31.5803324)
13458,2021,AL,Alabama,Washington,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Age-adjusted prevalence,5.2,,,4.6,5.9,"15,147",1129,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-88.2124041 31.4085035)
13465,2021,AL,Alabama,Hale,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,10.8,,,9.1,12.6,"14,754",1065,HLTHOUT,COPD,CrdPrv,COPD,POINT (-87.6230608 32.7527958)
13472,2021,AL,Alabama,Coffee,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,23.4,,,19.5,27.4,"54,174",1031,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-85.9896022 31.402258)
